,fieldStation,easting,northing,notes,strike,dip,assocRake,featureType,foliationType,sampleme,sampleOrientationNote,imageID,imageID2,imageID3,imageID4,imageID5,imageID6,imageID7,imageID8,imageID9,imageID10
247,Ame18fieldstation-137,119.91344163333,-21.343220833333,"Just_north_of_the_chert,_an_L>>S_tectonite_with_garnet_porphyroclasts,_some_of_which_may_record_brittle_boudige_with_quartz_vein_infill.",257,80,60,foliation,gneissic_folia,Ame18-065a,257 80,15273043462968.jpg,15273042115835.jpg,15273038763868.jpg,15273029384060.jpg,,,,,,
797,Ame18fieldstation-512,119.956102,-21.368489,"3_m_scale_fold_hinge.southern_limb_has_overprinting_lineation,_with_slickenfibers_perpendicular_to_the_stretching_lineation_parallel_to_the_hinge._The_other_lineation_trends_opposite_the_hinge_and_may_be_from_an_earlier_fabric_before_folding.",258,88,78,bedding,,,,15305012425411.jpg,,,,,,,,,
346,Ame18fieldstation-198,119.84531094331,-21.318217450773,"Schist_with_large_porphyroclasts,_not_sure_what_it_is._In_zone_of_sinking.",262,70,100,bedding,,Ame18-099 geochemistry,,15278265034838.jpg,,,,,,,,,
246,Ame18fieldstation-136,119.91346245,-21.3432048,Schisty_chert_bed_about_three_meters_thick.,265,80,64,bedding,,Ame18-064,265 80,15273024731567.jpg,,,,,,,,,
9,15258263241889,119.94378942076,-21.347223906798,"Finely_spaced_cleavage_s_surfaces,_possibly_garnet_bearing_(_weather_out_pits_at_the_surface.__C_surfaces_spaced_at_about_30_cm._Sampled_for_garnets.",265,87,82,foliation,s_plane,,,15258268757244.jpg,,,,,,,,,
935,Ame18fieldstation-615,119.937216,-21.356175,,265,86,84,foliation,schistosity,,,,,,,,,,,,
1456,AME 18 fieldstation-587,119.937225,-21.356168,,265,86,84,foliation,schistosity,,,,,,,,,,,,
803,Ame18fieldstation-514,119.955948,-21.368286,"2_m_fold,_dextral_zon_eier_limb,_lineation_seems_to_be_plunging_opposite_ways_on_the_two_limbs.",265,80,120,bedding,,,,15305025032504.jpg,,,,,,,,,
1918,AME18FieldStation-496,119.955994,-21.368335,,265,80,120,bedding,,,,,,,,,,,,,
699,Ame18fieldstation-433,119.939744,-21.355937,,266,84,76,bedding,,,,,,,,,,,,,
801,Ame18fieldstation-513,119.956058,-21.368483,Another_fold_in_the_same_chert_unit.,266,89,115,bedding,,,,,,,,,,,,,
742,Ame18fieldstation-469,119.940087,-21.355792,Foliation_is_crenulated.,271,86,80,foliation,,,,15302356410153.jpg,,,,,,,,,
659,Ame18fieldstation-391,299.492188,222.0625,,272,86,78,bedding,,,,,,,,,,,,,
1286,AME 18 fieldstation-438,336.746094,533.972656,,272,87,80,bedding,,,,,,,,,,,,,
1841,AME18FieldStation-429,286.378906,165.695312,,272,87,80,bedding,,,,,,,,,,,,,
731,Ame18fieldstation-460,119.939989,-21.356219,,272,88,98,bedding,,,,,,,,,,,,,
1381,AME 18 fieldstation-525,119.954259,-21.364551,Fold_hinge,274,68,51,bedding,,,,,,,,,,,,,
1251,AME 18 fieldstation-405,119.941506,-21.35677,Hinge,274,69,82,bedding,,,,,,,,,,,,,
910,Ame18fieldstation-599,119.941083,-21.357478,1_m_wide_striped_chert_bed._Next_to_granite_(?)_bearing_unit,276,88,81,bedding,,,,15308424787191.jpg,,,,,,,,,
756,Ame18fieldstation-478,119.937922,-21.355381,Well_developed_crenulation_cleavage.,276,85,88,bedding,,,,15302429138912.jpg,15302428974355.jpg,,,,,,,,
171,Ame18fieldstation-101,1012.5,478.5,,277,90,60,,,,,,,,,,,,,,
710,Ame18fieldstation-445,119.939476,-21.356273,,278,74,75,bedding,,,,15301571448299.jpg,,,,,,,,,
1289,AME 18 fieldstation-441,119.939491,-21.356273,,278,79,84,bedding,,,,,,,,,,,,,
933,Ame18fieldstation-614,119.93892,-21.355837,"Felsic_schist_with_small_porphyroclasts,_very_well_crenulated.",279,85,82,foliation,schistosity,Ame18-245,279 85 overturned.,15308493152860.jpg,,,,,,,,,
1322,AME 18 fieldstation-471,119.938254,-21.35544,,279,88,88,bedding,,,,,,,,,,,,,
1863,AME18FieldStation-451,119.9399,-21.356164,,279,87,92,bedding,,,,,,,,,,,,,
259,Ame18fieldstation-143,119.89001585,-21.3231963,Quartzofeldspathic_schist_with_kink_folds.,280,86,75,foliation,gneissic_folia,,,15273770730369.jpg,,,,,,,,,
918,Ame18fieldstation-605,119.940108,-21.35698,Quartzofeldspathic_schist_with_veins_that_have_been_folded_at_a_shallow_angle._But_lineation_in_schist_is_still_steeply_plunging.,280,73,78,foliation,schistosity,,,15308453104876.jpg,,,,,,,,,
1878,AME18FieldStation-465,119.937705,-21.355383,,280,83,93,bedding,,,,,,,,,,,,,
804,Ame18fieldstation-514,119.955948,-21.368286,"2_m_fold,_dextral_zon_eier_limb,_lineation_seems_to_be_plunging_opposite_ways_on_the_two_limbs.",281,85,80,bedding,,,,15305025032504.jpg,,,,,,,,,
1919,AME18FieldStation-496,119.955994,-21.368335,,281,85,80,bedding,,,,,,,,,,,,,
1880,AME18FieldStation-466,119.937992,-21.355371,Crenulation_cleavage,281,81,91,bedding,,,,,,,,,,,,,
796,Ame18fieldstation-511,119.956206,-21.368295,,282,76,70,bedding,,,,15304979569029.jpg,,,,,,,,,
106,Ame18fieldstation-60,119.72940313641,-20.876949811374,Very_southern_margins_of_the_Meccan_granitic_complex._Taking_a_sample_because_I_think_there_is_reverse_shear_sense_in_the_granitic_fabric.,284,30,84,foliation,gneissic_folia,Ame18-32,284 30 May show reverse shear sense.,15264402593551.jpg,,,,,,,,,
342,Ame18fieldstation-194,119.83940288333,-21.323693216667,"Chert_bed_2_m_wide,_all_veined_up.",284,75,95,bedding,,Ame18-096,284 75,15278221785327.jpg,,,,,,,,,
1278,AME 18 fieldstation-430,119.939639,-21.355918,Long_limb,285,87,70,bedding,,,,,,,,,,,,,
655,Ame18fieldstation-387,256.39453125,263.69921875,,285,85,71,bedding,,,,,,,,,,,,,
1833,AME18FieldStation-421,119.93977,-21.355922,,285,86,80,bedding,,,,,,,,,,,,,
842,Ame18fieldstation-547,119.953009,-21.365769,,285,84,87,bedding,,,,,,,,,,,,,
1697,AME18FieldStation-310,119.945722,-21.350852,"Thinly_lamited_quartzofeldspathic_Schist._Fractures_in_rock_appear_perpendicular_to_strike._Some_offset,_appears_dextral.",285,79,112,foliation,schistosity,,,15297221954830.jpg,,,,,,,,,
12,15258287926153,119.94346981879,-21.347541874294,Quartz_vein_in_strong_felsic_fabric._Vein_is_assymmetrically_folded_and_strongly_lineated_parallel_to_hinge._Shows_right_lateral_sos.,286,82,75,vein,,Ame18 003 A,Oriented face 286 86 n,15258291700003.jpg,,,,,,,,,
11,15258287926153,119.94346981879,-21.347541874294,Quartz_vein_in_strong_felsic_fabric._Vein_is_assymmetrically_folded_and_strongly_lineated_parallel_to_hinge._Shows_right_lateral_sos.,286,86,77,vein,,Ame18 003 b,286 82 n,15258291700003.jpg,,,,,,,,,
244,Ame18fieldstation-135,119.91398060706,-21.34094695097,"Felsic_muscovite_schist_with_small_porphyroclasts,_has_some_resembled_to_garnet.",286,77,80,foliation,schistosity,Ame18-063,286 77,15273006698758.jpg,15273006176227.jpg,,,,,,,,
2072,AME18FieldStation-622,119.798603,-21.299086,,286,79,172,foliation,,AME18-274,,15315367167641.jpg,,,,,,,,,
723,Ame18fieldstation-455,119.939648,-21.356465,,287,80,80,bedding,,,,,,,,,,,,,
2028,AME18FieldStation-585,119.939093,-21.356714,,287,88,80,foliation,schistosity,,,,,,,,,,,,
1443,AME 18 fieldstation-579,119.940471,-21.356976,,287,81,88,bedding,,,,,,,,,,,,,
927,Ame18fieldstation-611,119.93897695772,-21.355975033283,"Interbedded_cherts_and_schists,_with_dextral_asymmetric_skinks_and_folds._Crenulations.",288,87,80,bedding,,,,,,,,,,,,,
1376,AME 18 fieldstation-520,119.954109,-21.364729,Army_green_unit_from_before,288,83,84,bedding,,,,,,,,,,,,,
4,15258245307332,119.94405583333,-21.3473268,,288,89,90,foliation,mineral_alignm,,,,,,,,,,,,
1811,AME18FieldStation-404,119.938836,-21.355716,,289,85,74,bedding,,,,,,,,,,,,,
919,Ame18fieldstation-606,119.939861,-21.356843,Chlorite_schist,289,77,76,foliation,schistosity,,,,,,,,,,,,
798,Ame18fieldstation-512,119.956102,-21.368489,"3_m_scale_fold_hinge.southern_limb_has_overprinting_lineation,_with_slickenfibers_perpendicular_to_the_stretching_lineation_parallel_to_the_hinge._The_other_lineation_trends_opposite_the_hinge_and_may_be_from_an_earlier_fabric_before_folding.",290,85,60,bedding,,,,15305012425411.jpg,,,,,,,,,
556,Ame18fieldstation-322,119.947031,-21.349216,Prolomylonite_metabasalt._Feldspars_show_assymetry,290,89,70,foliation,mineral_alignm,,,,,,,,,,,,
1711,AME18FieldStation-322,119.947043,-21.349196,Metabasalt,290,89,70,bedding,,AME18-201,,15297318565764.jpg,,,,,,,,,
917,Ame18fieldstation-604,119.940111,-21.357093,1_m_thick_chert_bed.,290,78,73,bedding,,,,,,,,,,,,,
1801,AME18FieldStation-398,119.941378,-21.356677,Long_leg,290,74,87,bedding,,,,,,,,,,,,,
776,Ame18fieldstation-492,119.939977,-21.357014,,290,82,93,bedding,,Ame18-224,290 82,15302542585884.jpg,,,,,,,,,
1337,AME 18 fieldstation-483,119.940024,-21.357051,,290,82,93,bedding,,AME 18-224,"290
82",15302540685200.jpg,,,,,,,,,
1898,AME18FieldStation-479,119.94,-21.356928,,290,82,93,bedding,,AME18-224,,,,,,,,,,,
1957,AME18FieldStation-530,119.952104,-21.365055,,290,74,94,bedding,,,,,,,,,,,,,
1004,Ame18fieldstation-659,119.805606,-21.300846,Chert_with_porphyroclasts_of_something_in_quartz_veins.,290,83,152,bedding,,Ame18-278 b,290 83,15315444825425.jpg,15315444747471.jpg,,,,,,,,
2077,AME18FieldStation-626,119.804549,-21.301412,,290,83,152,bedding,,AME18-278 a b,,15315446516570.jpg,,,,,,,,,
995,Ame18fieldstation-654,119.79887,-21.29428,0.5_m_wide_chert_bed_next_to_a_basalt,291,81,24,bedding,,Ame18-273,291 81,15315352439831.jpg,,,,,,,,,
2071,AME18FieldStation-621,119.799538,-21.294125,Chert_sample_circa_zone_of_sinking,291,81,24,foliation,,,,15315349456913.jpg,,,,,,,,,
230,Ame18fieldstation-129,119.94507629436,-21.35084208103,Granitic_dike,291,90,72,,,,,15272233151282.jpg,,,,,,,,,
2025,AME18FieldStation-583,119.93989,-21.356905,,291,90,79,foliation,schistosity,,,,,,,,,,,,
302,Ame18fieldstation-168,119.99470355,-21.3897847,Garnet_locality_in_a_biotite_quartzofeldspathic_schist._Small_1_mm_garnets.,291,83,118,foliation,gneissic_folia,Ame18-082,"H n, orientation at sample location recordedv",15276687026608.jpg,,,,,,,,,
2075,AME18FieldStation-624,119.785905,-21.300448,,291,89,167,foliation,,,,15315392769819.jpg,,,,,,,,,
239,Ame18fieldstation-133,119.91782608333,-21.338717366667,"Vesicular_volcanic_with_infilled_calcite,_and_perhaps_garnet.",292,80,77,foliation,schistosity,Ame18-061a,292 80 overturned,15272927694031.jpg,,,,,,,,,
1268,AME 18 fieldstation-421,119.939091,-21.355678,Long_leg_after_fault,292,89,80,bedding,,,,,,,,,,,,,
1264,AME 18 fieldstation-417,119.938853,-21.355735,Long_leg,293,89,75,bedding,,,,,,,,,,,,,
1454,AME 18 fieldstation-586,119.938982,-21.356409,,293,83,91,bedding,,,,,,,,,,,,,
1005,Ame18fieldstation-660,119.819282,-21.315048,Strongly_lineated_chert_bed,293,80,118,bedding,,Ame18-279,293 80,15315462830781.jpg,,,,,,,,,
2079,AME18FieldStation-627,119.819346,-21.315043,,293,80,118,bedding,,AME18-279,,15315463399762.jpg,,,,,,,,,
1444,AME 18 fieldstation-580,119.940551,-21.356986,,293,84,125,bedding,,,,15308456103427.jpg,,,,,,,,,
231,Ame18fieldstation-130,119.94507629436,-21.35084208103,"Excellent_exposure_of_garnet_porphyroclasts,_showing_strong_normal_sense_of_shear.",294,85,70,,,Ame18-58a,294 86,15272252782897.jpg,,,,,,,,,
107,Ame18fieldstation-61,119.72990366667,-20.877115816667,"Two_samples_of_trondjemite,_one_of_them_garnet_bearing.",294,48,76,foliation,gneissic_folia,Ame18-33,,15264407110395.jpg,,,,,,,,,
847,Ame18fieldstation-551,119.953506,-21.366515,,294,66,76,bedding,,,,,,,,,,,,,
110,Ame18fieldstation-62,119.72416268673,-20.896459110101,Banded_Chert_in_the_dolee_greenstone_belt.,294,54,110,bedding,,,,,,,,,,,,,
997,Ame18fieldstation-655,119.798328,-21.298183,2_m_wide_chert_unit_with_en_echelon_tension_gashes.,294,72,172,bedding,,,,15315361807820.jpg,,,,,,,,,
695,Ame18fieldstation-429,119.939363,-21.3558,,295,88,68,bedding,,,,,,,,,,,,,
1265,AME 18 fieldstation-418,119.938856,-21.35573,Long_leg,295,89,79,bedding,,,,,,,,,,,,,
58,Ame18fieldstation-30,119.9275334,-21.346326616667,"Thinly_interbedded_schist_and_chert_layers._Interval_is_1_cm,_but_sampled_one_chert_bed_that_is_12_cm_thick.",295,64,80,bedding,,Ame18-14,,15259358586465.jpg,15259358430906.jpg,,,,,,,,
1380,AME 18 fieldstation-524,119.954219,-21.364629,"North_side_of_hinge,_m_fold_hinge",295,89,91,bedding,,,,,,,,,,,,,
1913,AME18FieldStation-493,119.956158,-21.368374,"Hinge_next_to_it_creates_kink_offset_of_about_3_meters,_dextral_in_ture",296,71,76,bedding,,,,15304980308244.jpg,15304980412783.jpg,,,,,,,,
1967,AME18FieldStation-539,119.953998,-21.367331,,296,76,93,bedding,,,,,,,,,,,,,
117,Ame18fieldstation-70,119.8943382,-21.331082566667,Boudined_chert_bed_in_felsic_quartzofeldspathuc_schist._Strongly_lineated.,296,84,96,bedding,,Ame18-36,296 84,15266920674056.jpg,,,,,,,,,
1928,AME18FieldStation-504,119.956643,-21.367741,,296,74,130,bedding,,,,,,,,,,,,,
182,Ame18fieldstation-107,119.96417523333,-21.37424185,10_meter_scale_z_fold_seen_in_chert_in_horizontal_outcrop._Sampling_northern_limb.,297,84,75,foliation,schistosity,Ame18-51,Chert,15271329788502.jpg,,,,,,,,,
1295,AME 18 fieldstation-446,119.939636,-21.356519,Chert_bed,297,79,79,bedding,,,,,,,,,,,,,
707,Ame18fieldstation-441,315.625,354.0625,,297,87,103,bedding,,,,,,,,,,,,,
1283,AME 18 fieldstation-435,362.3125,335.285156,Other_side_of_fold_hinge,297,87,103,bedding,,,,,,,,,,,,,
1837,AME18FieldStation-425,247.223818,593.874607,,297,87,103,bedding,,,,,,,,,,,,,
535,Ame18fieldstation-308,119.944957,-21.350845,"Large_pavement_outcrop_of_mostly_quartzofeldspathic_schist,_with_some_5_to_10_cm_chlorite_schist_interbedded._In_one_area_of_the_outcrop,_large_(0.5_cm)_porphyroclasts_of_magnetite,_amphibole,_and_or_garnet_are_present.",298,89,70,foliation,schistosity,Ame18-198 b,298 89 overturned,15297176861071.jpg,15297151777167.jpg,15297151717221.jpg,,,,,,,
536,Ame18fieldstation-308,119.944957,-21.350845,"Large_pavement_outcrop_of_mostly_quartzofeldspathic_schist,_with_some_5_to_10_cm_chlorite_schist_interbedded._In_one_area_of_the_outcrop,_large_(0.5_cm)_porphyroclasts_of_magnetite,_amphibole,_and_or_garnet_are_present.",298,84,70,foliation,schistosity,,,15297176861071.jpg,15297151777167.jpg,15297151717221.jpg,,,,,,,
1130,AME 18 fieldstation-308,119.944658,-21.350899,"1_cm_lamition_of_schist,_subveritcal,_different_sports_have_different_dip_directions",298,84,70,foliation,schistosity,AME 18-198B,298 89 overturned,15297156765857.jpg,15297156562577.jpg,15297154485459.jpg,15297151546003.jpg,,,,,,
1131,AME 18 fieldstation-308,119.944658,-21.350899,"1_cm_lamition_of_schist,_subveritcal,_different_sports_have_different_dip_directions",298,89,70,foliation,schistosity,,,15297156765857.jpg,15297156562577.jpg,15297154485459.jpg,15297151546003.jpg,,,,,,
1690,AME18FieldStation-308,119.944671,-21.350902,"Similar_lamition.____Large_outcrop_with_top_view._Euhedral_crystals,_could_be_garnets_or_magnetite._Porphriblasts",298,84,70,,,AME18-198 A,298 84 overturned,15297156482828.jpg,15297156386733.jpg,15297151798924.jpg,15297151730203.jpg,,,,,,
1691,AME18FieldStation-308,119.944671,-21.350902,"Similar_lamition.____Large_outcrop_with_top_view._Euhedral_crystals,_could_be_garnets_or_magnetite._Porphriblasts",298,89,70,,,AME18-198 B,298 89 overturned,15297156482828.jpg,15297156386733.jpg,15297151798924.jpg,15297151730203.jpg,,,,,,
138,Ame18fieldstation-81,119.96739428333,-21.370296383333,3_cm_thick_quartz_vein_boudined_within_fine_grained_quartzofeldspathic_schist_with_amphibole_needles._Sampled_quartz_vein._Vein_parallel_to_foliation.,298,88,73,vein,,Ame18-45,298 88,15271180037679.jpg,,,,,,,,,
687,Ame18fieldstation-421,119.939237,-21.355716,,298,87,81,bedding,,,,,,,,,,,,,
537,Ame18fieldstation-308,119.944957,-21.350845,"Large_pavement_outcrop_of_mostly_quartzofeldspathic_schist,_with_some_5_to_10_cm_chlorite_schist_interbedded._In_one_area_of_the_outcrop,_large_(0.5_cm)_porphyroclasts_of_magnetite,_amphibole,_and_or_garnet_are_present.",299,87,69,foliation,schistosity,,,15297176861071.jpg,15297151777167.jpg,15297151717221.jpg,,,,,,,
1129,AME 18 fieldstation-308,119.944658,-21.350899,"1_cm_lamition_of_schist,_subveritcal,_different_sports_have_different_dip_directions",299,87,69,foliation,plar_schistosity,AME 18-198A,298 84 overturned,15297156765857.jpg,15297156562577.jpg,15297154485459.jpg,15297151546003.jpg,,,,,,
1692,AME18FieldStation-308,119.944671,-21.350902,"Similar_lamition.____Large_outcrop_with_top_view._Euhedral_crystals,_could_be_garnets_or_magnetite._Porphriblasts",299,87,79,,,,,15297156482828.jpg,15297156386733.jpg,15297151798924.jpg,15297151730203.jpg,,,,,,
1432,AME 18 fieldstation-569,119.95739,-21.356785,,299,79,93,bedding,,,,,,,,,,,,,
1925,AME18FieldStation-501,119.956892,-21.368095,,300,87,47,bedding,,,,,,,,,,,,,
166,Ame18fieldstation-98,119.96531455,-21.372728333333,Sampled_deformed_chert_bed.,300,82,77,bedding,,Ame18-48,300 82,15271281580720.jpg,15271286325570.jpg,15271291326836.jpg,,,,,,,
693,Ame18fieldstation-427,119.939341,-21.355746,,300,85,80,bedding,,,,,,,,,,,,,
1276,AME 18 fieldstation-428,119.93951,-21.355852,Long_leg_after_faults,300,86,100,bedding,,,,,,,,,,,,,
1093,AME 18 fieldstation-273,119.99416206043,-21.266472609733,Lineated_granite_along_NE-SW_transect,301,58,64,foliation,mineral_alignm,AME 18-166,H N,15291219936516.jpg,,,,,,,,,
1647,AME18FieldStation-273,119.99420128774,-21.266455468741,More_lineated_unit_about_200_meters_from_272,301,58,64,foliation,,AME18-166,H N,15291220327435.jpg,15291220737092.jpg,,,,,,,,
1003,Ame18fieldstation-659,119.805606,-21.300846,Chert_with_porphyroclasts_of_something_in_quartz_veins.,301,78,144,bedding,,Ame18-278 a,301 78,15315444825425.jpg,15315444747471.jpg,,,,,,,,
1491,AME 18 fieldstation-622,119.804652,-21.301313,A___301___78___144______B___290____83___152,301,78,144,bedding,,AME 18-278A B,,15315444281411.jpg,,,,,,,,,
2078,AME18FieldStation-626,119.804549,-21.301412,,301,78,144,bedding,,,,15315446516570.jpg,,,,,,,,,
898,Ame18fieldstation-592,119.944612,-21.352269,Kink_bands_with_mt_Edgar_up_sense_of_shear_overprint_lineation._In_larger_scale_mt_Edgar_down_fold.,302,84,68,foliation,,,,15308372127931.jpg,15308372017352.jpg,15308371719169.jpg,,,,,,,
2000,AME18FieldStation-568,119.944547,-21.352293,Kink_Bands_and_stretching_lineation._Lineation_overprinted_by_kink_Bands,302,84,68,foliation,crenulation_cl,,,,,,,,,,,,
1000,Ame18fieldstation-657,119.785658,-21.300505,,302,82,152,bedding,,Ame18-276 b,291 89,15315395648882.jpg,,,,,,,,,
2074,AME18FieldStation-624,119.785905,-21.300448,,302,82,152,foliation,,AME18-276,,15315392769819.jpg,,,,,,,,,
2022,AME18FieldStation-581,119.940488,-21.356941,,303,86,80,foliation,schistosity,,,,,,,,,,,,
349,Ame18fieldstation-200,119.85248975,-21.31122295,"Chert_bed,_3_meters_thick_and_strongly_lineated.",303,87,100,bedding,,Ame18-102,303 87,15278324728876.jpg,,,,,,,,,
786,Ame18fieldstation-501,791.765625,888.503906,,303,68,108,bedding,,,,,,,,,,,,,
240,Ame18fieldstation-133,119.91782608333,-21.338717366667,"Vesicular_volcanic_with_infilled_calcite,_and_perhaps_garnet.",304,84,75,foliation,gneissic_folia,Ame18-061b,304 84,15272927694031.jpg,,,,,,,,,
300,Ame18fieldstation-167,119.99507752975,-21.388172776891,"Bedding_parallel_gneissic_unit,_one_of_a_few_in_the_area_that_are_abou_2_m_wide._Lineation_defines_by_smeared_biotite_books._Did_not_remember_to_get_coordites,_so_coordites_are_approximate,_selected_from_map.",304,85,79,foliation,gneissic_folia,Ame18-081 geochemistry,,15276674561279.jpg,15276675421124.jpg,,,,,,,,
1831,AME18FieldStation-419,119.939588,-21.355864,,304,81,81,bedding,,,,,,,,,,,,,
1985,AME18FieldStation-554,119.959958,-21.359438,,304,86,84,foliation,schistosity,,,,,,,,,,,,
851,Ame18fieldstation-555,119.953851,-21.367272,Bed_is_interlly_boudined._Pic.,304,78,108,bedding,,,,15305965020529.jpg,,,,,,,,,
1388,AME 18 fieldstation-530,119.952069,-21.363989,"Finely_lamited_Metabasalt,_s_curve_in_foliation_making_dextral_fabric",304,86,126,bedding,,,,,,,,,,,,,
1822,AME18FieldStation-414,119.939124,-21.355599,,305,89,70,bedding,,,,,,,,,,,,,
894,Ame18fieldstation-590,119.956189,-21.355729,,305,87,74,foliation,schistosity,,,,,,,,,,,,
1426,AME 18 fieldstation-563,119.959116,-21.356997,,305,89,80,bedding,,,,,,,,,,,,,
1993,AME18FieldStation-561,119.959157,-21.356923,,305,89,80,foliation,schistosity,,,,,,,,,,,,
278,Ame18fieldstation-157,119.88793973333,-21.326754616667,"Large_outcrop_of_quartzofeldspathic_schist_with_nodules_of_quartz,_weathered_hollow._Maybe_used_to_be_garnet?_Weathered_badly,_not_good_to_sample.",305,85,90,foliation,schistosity,,,15274009774233.jpg,,,,,,,,,
1958,AME18FieldStation-531,119.952703,-21.365567,,305,80,97,bedding,,,,,,,,,,,,,
1924,AME18FieldStation-500,119.95689,-21.368143,,305,83,124,bedding,,,,,,,,,,,,,
906,Ame18fieldstation-596,119.943335,-21.356376,"May_be_the_limb_of_a_very_tight_fold,_the_north_side_of_the_outcrop_is_sheared,_and",306,84,93,bedding,,Ame18-243,306 84,,,,,,,,,,
2014,AME18FieldStation-574,119.943341,-21.356359,"Chert_schist,_may_be_limb_of_very_tight_fold",306,84,93,foliation,,AME18-243,,,,,,,,,,,
553,Ame18fieldstation-321,119.946855,-21.349528,,306,89,98,foliation,schistosity,,,15297302409687.jpg,,,,,,,,,
1007,Ame18fieldstation-661,119.83032,-21.319422,"2_m_wide_thick_chert_bed_with_several_sinistral_faults,_with_6_or_7_m_of_horizontal_outcrop.",306,82,98,bedding,,,,15315474891713.jpg,,,,,,,,,
1147,AME 18 fieldstation-322,119.946661,-21.349474,"Huge_unit,_very_crenulated_in_parts,_subvertical",306,89,98,foliation,schistosity,,,15297304838063.jpg,,,,,,,,,
1710,AME18FieldStation-321,119.946895,-21.349535,Crenulation,306,89,98,foliation,,,,15297304049970.jpg,,,,,,,,,
2080,AME18FieldStation-628,119.830731,-21.318717,"Fault_with_sinistral_slip,_displacement_of_5_meters.",306,82,98,bedding,,AME18-280,,15315474538498.jpg,,,,,,,,,
688,Ame18fieldstation-424,119.939253,-21.355706,,307,75,77,bedding,,,,,,,,,,,,,
1366,AME 18 fieldstation-513,119.956607,-21.367447,Chert_displaying_cool_mineralization/alteration._Hydrothermal?,307,80,86,bedding,,,,,,,,,,,,,
328,Ame18fieldstation-181,119.94047226667,-21.363682633333,Chert_bed._Stretching_Lin.,307,76,98,foliation,gneissic_folia,Ame18-087,307 76,15277488373861.jpg,,,,,,,,,
1128,AME 18 fieldstation-307,119.94468,-21.350898,"Chlorite_schist,_more_lamited_than_306,_at_about_1cm_scale___Probably_out_of_place_with_slump,_nick_has_other_measurements",308,82,56,foliation,plar_schistosity,,,15297148344510.jpg,,,,,,,,,
1688,AME18FieldStation-307,119.944708,-21.350913,Just_north._Same_units_however_they_appear_to_be_more_lamited_at_1_cm_scale,308,82,56,foliation,schistosity,,,15297148411017.jpg,15297148544125.jpg,,,,,,,,
880,Ame18fieldstation-577,119.960323,-21.359184,Interbeddedschists.,308,86,74,foliation,schistosity,,,,,,,,,,,,
811,Ame18fieldstation-518,119.956862,-21.368064,,308,79,78,foliation,,Ame18-228,Face,,,,,,,,,,
892,Ame18fieldstation-588,119.955964,-21.354712,Finely_lamited_muscovite_schist._Very_crenulated.,308,75,91,foliation,schistosity,,,15307739183273.jpg,,,,,,,,,
843,Ame18fieldstation-548,119.95306161501,-21.365799161223,,309,84,96,bedding,,Ame18-231,,,,,,,,,,,
725,Ame18fieldstation-456,119.939745,-21.356382,Small_scale_sinistral_fold_on_a_large_fold.,310,83,75,bedding,,,,15301670590361.jpg,15301669958835.jpg,,,,,,,,
2016,AME18FieldStation-575,119.941105,-21.35717,"Shear_zone_area,_hypothesis",310,89,78,foliation,schistosity,,,,,,,,,,,,
1297,AME 18 fieldstation-448,119.939602,-21.356603,,310,89,87,bedding,,,,,,,,,,,,,
1398,AME 18 fieldstation-540,119.953532,-21.366969,,310,90,95,bedding,,,,,,,,,,,,,
233,Ame18fieldstation-131,119.94615563203,-21.348653649931,A_possible_garnet_locality.,310,85,102,foliation,gneissic_folia,Ame18-59,310 85 overturned.,,,,,,,,,,
840,Ame18fieldstation-545,119.951597,-21.364623,,311,76,84,bedding,,,,,,,,,,,,,
352,Ame18fieldstation-202,119.8600474,-21.3094111,"Chert_bed,_3_m_wide",311,76,94,bedding,,Ame18-104,311 76 overturned face.,15278356713751.jpg,,,,,,,,,
1249,AME 18 fieldstation-403,119.941358,-21.356715,Long_limb_of_asymmetrical_folding,312,84,83,bedding,,,,,,,,,,,,,
813,Ame18fieldstation-519,119.95675,-21.367874,"Reverse_sense_of_motion_by_deformed__quartz_veins,_motion_is_in_yz_plane.",312,81,161,bedding,,,,15305108592390.jpg,,,,,,,,,
1938,AME18FieldStation-513,119.954272,-21.364709,Army_green_chert,315,81,76,bedding,,,,,,,,,,,,,
656,Ame18fieldstation-388,189.191406,227.175781,,315,89,88,bedding,,,,15300617753682.jpg,,,,,,,,,
1350,AME 18 fieldstation-503,119.956218,-21.368378,,316,74,66,bedding,,,,,,,,,,,,,
484,Ame18fieldstation-273,119.99421612371,-21.266445326639,"Coarse_grained_granitoid,_L_>_S_tectonite.",316,52,72,foliation,gneissic_folia,Ame18-166,"H n and foliation, 316 52",15291221199372.jpg,15291221266095.jpg,,,,,,,,
1364,AME 18 fieldstation-511,119.956749,-21.367955,Some_interbedded_ness,316,89,155,bedding,,AME 18-228,"308 
79 overturned",15305099202881.jpg,,,,,,,,,
870,Ame18fieldstation-570,119.962592,-21.361907,,317,86,79,foliation,schistosity,Ame18-237,37 86,,,,,,,,,,
1419,AME 18 fieldstation-557,119.960211,-21.359433,,317,87,80,bedding,,,,,,,,,,,,,
893,Ame18fieldstation-589,119.955589,-21.355097,,318,86,80,foliation,schistosity,,,,,,,,,,,,
1392,AME 18 fieldstation-534,119.95289,-21.365482,,318,86,80,bedding,,,,,,,,,,,,,
