site number,specimen,rock type,easting,northing,L,F,P,Pj,T,max,int,min,Dmax (in-situ),Imax (in-situ),Dmin (in-situ),Imin (in-situ),e12,e23,e31,comments
cy08-33,331a1,gabbro,488036.7282,3861297.915,1.15642,1.017,1.17608,1.19524,-0.79213,3614.51,3125.6,3073.35,34.7616,29.0261,140.378,25.8795,0.965864,8.96533,0.87263,
cy08-33,33a1b,gabbro,488036.7282,3861297.915,1.08312,1.0191,1.10381,1.11054,-0.616885,1386.4,1280,1256.01,35.5589,20.4001,-81.0363,50.2831,1.78876,7.8858,1.45981,
cy08-33,33a2a,gabbro,488036.7282,3861297.915,1.13498,1.0702,1.21465,1.21823,-0.302249,4079.93,3594.71,3358.92,-87.4861,14.4826,64.4239,73.681,1.39065,2.86002,0.935979,
cy08-33,33a2b,gabbro,488036.7282,3861297.915,1.12085,1.00485,1.12629,1.1441,-0.918635,2225.77,1985.78,1976.19,41.251,19.7343,240.598,69.1834,0.769235,18.5819,0.739697,
cy08-33,33a3a,gabbro,488036.7282,3861297.915,1.1327,1.01851,1.15366,1.1683,-0.743427,2075.07,1831.97,1798.69,40.5806,21.4939,187.765,64.8941,1.53593,11.0795,1.35102,
cy08-33,33a3b,gabbro,488036.7282,3861297.915,1.13916,1.01594,1.15732,1.17393,-0.783545,3078.66,2702.57,2660.17,36.734,35.0091,167.746,43.1327,1.02592,9.02596,0.922003,
cy08-33,33b1b,gabbro,488036.7282,3861297.915,1.07956,1.02299,1.10438,1.10964,-0.542064,1331.83,1233.68,1205.95,243.104,36.7396,150.804,3.07736,3.92848,13.6621,3.06498,
cy08-33,33b1c,gabbro,488036.7282,3861297.915,1.04948,1.03231,1.08339,1.08401,-0.205963,1035.68,986.849,955.961,246.598,38.3132,144.546,14.8029,1.33334,2.10733,0.816817,
cy08-33,33b2a,gabbro,488036.7282,3861297.915,1.09737,1.02327,1.12291,1.1306,-0.603069,1503.91,1370.46,1339.29,120.756,53.7289,-39.9889,34.7121,1.43022,6.10103,1.15948,
cy08-33,33b2b,gabbro,488036.7282,3861297.915,1.05203,1.02721,1.08066,1.08197,-0.307701,931.041,884.997,861.55,123.239,54.917,-55.9997,35.0806,6.11156,11.8745,4.0581,
cy08-33,33b2c,gabbro,488036.7282,3861297.915,1.06437,1.02581,1.09184,1.09462,-0.419914,1417.46,1331.74,1298.23,230.814,52.5694,136.278,3.46411,1.89432,4.83601,1.36216,
cy08-34,34a1b,gabbro,488748.7856,3860790.594,1.0592,1.06477,1.1278,1.12785,0.0435762,7744.36,7311.5,6866.76,52.3611,62.0535,-76.6468,18.4652,0.698014,0.679355,0.344292,
cy08-34,34a2b,gabbro,488748.7856,3860790.594,1.0804,1.09266,1.1805,1.18066,0.0679981,10677,9882.51,9044.47,241.779,29.3818,-256.777,53.0884,1.34977,1.27972,0.656992,
cy08-34,34a2b,gabbro,488748.7856,3860790.594,1.0804,1.09266,1.1805,1.18066,0.0679981,10677,9882.51,9044.47,241.779,29.3818,-256.777,53.0884,1.34977,1.27972,0.656992,
cy08-34,34a2b,gabbro,488748.7856,3860790.594,1.07564,1.09412,1.17688,1.17723,0.104571,10665.3,9915.31,9062.39,238.992,28.9424,-256.028,51.9824,1.79527,1.57876,0.840217,
cy08-34,34b1a,gabbro,488748.7856,3860790.594,1.11143,1.06201,1.18035,1.18279,-0.274312,4716.06,4243.24,3995.48,25.2084,71.2201,-72.5302,2.62157,2.05761,3.92229,1.35047,
cy08-34,34b1b,gabbro,488748.7856,3860790.594,1.05675,1.11686,1.18024,1.18385,0.333803,4453.86,4214.67,3773.68,62.4676,86.1269,154.647,0.147536,4.15555,2.25682,1.46362,
cy08-35,35a1a,gabbro,489170.0786,3859036.108,1.0841,1.01923,1.10494,1.11178,-0.618294,1382.46,1275.22,1251.16,-46.8744,58.063,204.766,11.1081,2.71808,11.9491,2.2206,
cy08-35,35a1b,gabbro,489170.0786,3859036.108,1.08442,1.01981,1.1059,1.11263,-0.610245,1140.54,1051.75,1031.32,-47.4788,55.6614,203.115,12.7883,2.2836,9.83167,1.85676,
cy08-35,35a1b,gabbro,489170.0786,3859036.108,1.08607,1.01529,1.10267,1.11093,-0.689551,1139.68,1049.36,1033.56,-48.2757,55.4758,201.536,13.3549,2.71005,15.1408,2.30703,
cy08-35,35a1b,gabbro,489170.0786,3859036.108,1.08607,1.01529,1.10267,1.11093,-0.689551,1139.68,1049.36,1033.56,-48.2757,55.4758,201.536,13.3549,2.71005,15.1408,2.30703,
cy08-35,35a2a,gabbro,489170.0786,3859036.108,1.04651,1.01639,1.06366,1.06607,-0.473074,1090.82,1042.34,1025.53,10.7377,40.7985,211.646,47.2629,4.89682,13.8763,3.63984,
cy08-35,35a2b,gabbro,489170.0786,3859036.108,1.07655,1.02069,1.09883,1.10422,-0.565382,1248.43,1159.65,1136.14,9.25809,38.6944,219.818,47.071,1.31658,4.96027,1.041,
cy08-35,35a3a,gabbro,489170.0786,3859036.108,1.07632,1.01522,1.0927,1.0995,-0.659154,975.782,906.594,893,-54.9936,58.4546,138.396,30.8458,1.61467,8.16428,1.34962,
cy08-35,35a3b,gabbro,489170.0786,3859036.108,1.05485,1.01751,1.07332,1.07654,-0.509394,1178.62,1117.34,1098.11,-60.1948,55.3845,130.802,34.1207,2.97828,9.41678,2.26795,
cy08-35,35b1a,gabbro,489170.0786,3859036.108,1.04304,1.02804,1.07229,1.07282,-0.207648,1069.15,1025.03,997.076,235.33,70.87,-215.953,0.44497,2.52713,3.98478,1.54761,
cy08-35,35b1b,gabbro,489170.0786,3859036.108,1.0331,1.01394,1.0475,1.0488,-0.403551,801.857,776.164,765.497,234.607,56.9335,143.861,0.485718,2.06867,4.97204,1.46207,
cy08-35,35b1c,gabbro,489170.0786,3859036.108,1.04914,1.01546,1.06536,1.06829,-0.515247,1211.32,1154.59,1137,-45.6812,83.4473,164.161,5.68997,1.99952,6.42722,1.5267,
cy08-35,35b2a,gabbro,489170.0786,3859036.108,1.02295,1.01687,1.04021,1.04036,-0.151182,863.206,843.84,829.839,245.069,54.9375,150.755,3.02193,2.83701,3.92131,1.6475,
cy08-35,35b2b,gabbro,489170.0786,3859036.108,1.05079,1.01304,1.0645,1.0682,-0.585311,1356.39,1290.82,1274.2,249.9,45.4286,-219.988,18.5271,1.34121,5.27658,1.07004,
cy08-35,35b2c,gabbro,489170.0786,3859036.108,1.03666,1.0254,1.06299,1.06334,-0.178672,1629.62,1572,1533.05,-38.8524,79.294,188.061,7.35898,2.96547,4.38315,1.77055,
cy08-36,36a1a,gabbro,490719.844,3861202.388,1.01536,1.01355,1.02912,1.02913,-0.0622858,1216.64,1198.23,1182.22,252.481,54.4591,153.049,6.67716,29.5336,33.0677,16.8537,
cy08-36,36a1b,gabbro,490719.844,3861202.388,1.02634,1.01405,1.04075,1.04138,-0.301564,1687.69,1644.38,1621.6,208.18,45.5336,-20.9024,32.7362,2.40676,4.56865,1.57771,
cy08-36,36a1c,gabbro,490719.844,3861202.388,1.02747,1.01155,1.03934,1.04042,-0.404588,1673.31,1628.57,1609.97,238.652,35.7636,-10.7255,26.0587,3.10395,7.43047,2.19345,
cy08-36,36a1d,gabbro,490719.844,3861202.388,1.01932,1.02714,1.04698,1.0472,0.16653,1333.56,1308.29,1273.72,232.732,34.8633,-22.5835,19.9957,3.45838,2.52974,1.46201,
cy08-36,36a2b,gabbro,490719.844,3861202.388,1.01877,1.02324,1.04245,1.04253,0.105511,1268.97,1245.59,1217.3,232.196,10.4321,-32.5928,26.2572,2.89732,2.39414,1.3116,
cy08-36,36a2c,gabbro,490719.844,3861202.388,1.01002,1.02603,1.0363,1.03748,0.441032,1253.69,1241.26,1209.77,208.628,41.8738,-3.9037,43.244,6.94982,2.75564,1.9763,
cy08-36,36a2d,gabbro,490719.844,3861202.388,1.00904,1.01721,1.02641,1.02684,0.309388,1463.49,1450.38,1425.83,141.601,18.6902,50.7878,2.4024,6.72567,3.60567,2.35176,
cy08-36,36a2d,gabbro,490719.844,3861202.388,1.00989,1.01711,1.02717,1.0275,0.265613,1476.74,1462.27,1437.67,142.146,16.5805,51.5125,2.12536,4.32312,2.54554,1.60353,
cy08-36,36b1a,gabbro,490719.844,3861202.388,1.01703,1.01671,1.03402,1.03402,-0.00940802,955.542,939.546,924.108,199.556,30.2189,-27.1181,49.6731,6.29123,6.51693,3.21107,
cy08-36,36b1b,gabbro,490719.844,3861202.388,1.02508,1.01199,1.03738,1.03815,-0.350157,999.315,974.864,963.309,188.222,32.0231,-40.8033,46.3548,4.37087,9.18796,2.97134,
cy08-36,36b1c,gabbro,490719.844,3861202.388,1.02246,1.01515,1.03795,1.03819,-0.192688,1038.38,1015.57,1000.42,183.107,23.3802,-45.3367,56.9066,8.51401,12.6979,5.13956,
cy08-36,36b1d,gabbro,490719.844,3861202.388,1.02265,1.00728,1.0301,1.0314,-0.510666,1022.4,999.751,992.523,199.92,21.3347,-24.266,61.4238,3.67612,11.3823,2.78837,
cy08-36,36b2a,gabbro,490719.844,3861202.388,1.02607,1.02195,1.04859,1.04865,-0.0847733,1177.71,1147.79,1123.14,203.176,24.2241,-32.1936,51.6301,2.12468,2.57819,1.16527,
cy08-36,36b2b,gabbro,490719.844,3861202.388,1.02458,1.02233,1.04746,1.04748,-0.0472318,1169.94,1141.88,1116.93,202.218,26.767,-30.8097,50.0137,3.91287,4.39989,2.07378,
cy08-36,36b2b,gabbro,490719.844,3861202.388,1.02819,1.02433,1.0532,1.05325,-0.0726013,1002.87,975.374,952.211,209.36,16.0481,-23.9207,64.3071,2.94288,3.49178,1.59821,
cy08-36,36b2c,gabbro,490719.844,3861202.388,1.03174,1.01689,1.04916,1.04992,-0.302003,1074.29,1041.25,1023.95,210.687,19.9825,-19.2395,60.5404,3.82007,7.27055,2.50976,
cy08-36,36b3a,gabbro,490719.844,3861202.388,1.03173,1.01598,1.04822,1.04909,-0.326856,956.946,927.513,912.928,221.831,6.68159,-39.7844,51.2214,2.21142,4.4562,1.47912,
cy08-36,36b3b,gabbro,490719.844,3861202.388,1.0256,1.0184,1.04448,1.04468,-0.161854,1078.11,1051.2,1032.2,222.431,2.99571,-44.5197,45.4646,3.31354,4.68915,1.94388,
cy08-36,36b3c,gabbro,490719.844,3861202.388,1.02223,1.01767,1.04029,1.04038,-0.113309,955.478,934.696,918.469,217.159,8.70045,-43.5481,46.5385,3.53777,4.5269,1.98827,
cy08-38,382bc,gabbro,491437.2583,3859743.428,1.02592,1.00951,1.03568,1.03694,-0.459982,10157.4,9900.79,9807.51,202.223,9.12541,101.489,49.2252,3.19884,8.74214,2.34727,
cy08-38,38a1a,gabbro,491437.2583,3859743.428,1.03138,1.0222,1.05427,1.05454,-0.169211,10678.1,10353.2,10128.4,226.51,39.8432,119.267,19.5572,2.91009,4.20134,1.72086,
cy08-38,38a1b,gabbro,491437.2583,3859743.428,1.02058,1.04575,1.06727,1.06888,0.374102,18186.1,17819.3,17039.8,16.2046,7.4824,-82.4332,48.83,4.93922,2.32858,1.58396,
cy08-38,38a2a,gabbro,491437.2583,3859743.428,1.03308,1.01494,1.04851,1.04966,-0.373948,6792.33,6574.84,6478.06,230.213,44.8245,-235.916,15.6162,2.04663,4.5915,1.41669,
cy08-38,38a2b,gabbro,491437.2583,3859743.428,1.03332,1.01986,1.05384,1.05441,-0.250029,10629.6,10286.9,10086.6,226.073,40.5484,119.397,18.5429,1.75316,2.99803,1.10671,
cy08-38,38a3b,gabbro,491437.2583,3859743.428,1.04685,1.02095,1.06878,1.07045,-0.37666,3454.42,3299.81,3232.1,215.013,6.19762,-35.6615,71.8334,1.60456,3.65979,1.11602,
cy08-38,38b1a,gabbro,491437.2583,3859743.428,1.00423,1.04365,1.04807,1.05332,0.820005,4720.82,4700.91,4504.3,1.21118,58.8977,182.082,31.0994,20.8897,2.21274,2.00949,
cy08-38,38b1b,gabbro,491437.2583,3859743.428,1.00284,1.02113,1.02404,1.02628,0.760899,8531.23,8507.04,8330.98,223.138,1.52608,-44.1034,61.0336,15.377,2.16404,1.90282,
cy08-38,38b1b,gabbro,491437.2583,3859743.428,1.02592,1.00951,1.03568,1.03694,-0.459982,10157.4,9900.79,9807.51,202.223,9.12541,101.489,49.2252,3.19884,8.74214,2.34727,
cy08-38,38b1c,gabbro,491437.2583,3859743.428,1.01471,1.01353,1.02844,1.02845,-0.0417805,10626.5,10472.4,10332.7,-36.3348,53.8299,140.872,36.1377,3.85225,4.24594,2.02228,
cy08-38,38b2a,gabbro,491437.2583,3859743.428,1.01092,1.012,1.02305,1.02306,0.0465223,7100.14,7023.42,6940.16,-41.5395,7.84919,193.176,76.577,7.00275,6.45809,3.37132,
cy08-38,38b2b,gabbro,491437.2583,3859743.428,1.00543,1.00055,1.00599,1.00662,-0.815014,10579.6,10522.4,10516.6,-245.285,11.7324,244.739,72.1031,3.09636,28.0282,2.81122,
cy08-39,39a2b,gabbro,493318.4374,3859985.829,1.01103,1.01202,1.02318,1.02319,0.0429386,947.689,937.352,926.215,28.5805,20.4765,134.453,36.2203,8.01208,7.44378,3.87635,
cy08-39,39a2c,gabbro,493318.4374,3859985.829,1.01513,1.01992,1.03535,1.03546,0.135389,973.165,958.658,939.935,30.0234,33.9131,-223.29,23.1275,5.66285,4.39357,2.47878,
cy08-39,39a3a,gabbro,493318.4374,3859985.829,1.01327,1.02663,1.04025,1.041,0.331764,1266.08,1249.5,1217.09,21.6035,43.3827,-222.089,25.1236,17.4249,9.12485,6.06473,
cy08-39,39a3b,gabbro,493318.4374,3859985.829,1.01022,1.02319,1.03365,1.03449,0.385511,1094.16,1083.09,1058.54,29.0872,36.1666,-224.335,21.3219,3.70664,1.67319,1.15338,
cy08-39,39b1b,gabbro,493318.4374,3859985.829,1.01103,1.01202,1.02318,1.02319,0.0429386,947.689,937.352,926.215,28.5805,20.4765,134.453,36.2203,8.01208,7.44378,3.87635,
cy08-39,39b1c,gabbro,493318.4374,3859985.829,1.01402,1.01135,1.02553,1.02557,-0.104795,1041.72,1027.32,1015.79,82.1965,36.158,188.761,21.3128,6.54056,8.15444,3.6443,
cy08-39,39b1c,gabbro,493318.4374,3859985.829,1.01183,1.01172,1.02369,1.02369,-0.00443703,1053.64,1041.32,1029.26,81.661,39.6044,192.246,23.0221,4.99744,5.10082,2.52921,
cy08-46,46a1a,gabbro,497289.4697,3866722.487,1.01506,1.04619,1.06195,1.06458,0.502632,19370.6,19083.2,18240.6,26.0335,58.9253,-69.1685,3.12751,6.24947,2.13901,1.59533,
cy08-46,46a1a,gabbro,497289.4697,3866722.487,1.01337,1.04731,1.06132,1.06447,0.553622,19338.8,19083.7,18221.5,22.7194,58.6794,-67.6121,0.201689,4.01385,1.18975,0.91809,
cy08-46,46a1b,gabbro,497289.4697,3866722.487,1.01426,1.03151,1.04622,1.04731,0.373097,16722.3,16487.1,15983.5,20.0428,65.0365,114.836,2.22772,4.38593,2.05127,1.39862,
cy08-46,46a1b,gabbro,497289.4697,3866722.487,1.01459,1.03179,1.04685,1.04791,0.367235,16713.6,16473.3,15965.7,18.1857,65.6794,114.641,2.90888,3.08183,1.46036,0.991194,
cy08-46,46a1c,gabbro,497289.4697,3866722.487,1.01267,1.03562,1.04874,1.05056,0.470712,13918.9,13744.7,13272,26.3747,67.1779,123.329,2.91669,3.37041,1.24336,0.908597,
cy08-46,46a2a,gabbro,497289.4697,3866722.487,1.01652,1.03559,1.0527,1.05387,0.361963,14053,13824.6,13349.5,216.958,71.1676,71.3705,15.7151,6.53965,3.15372,2.13115,
cy08-46,46a2b,gabbro,497289.4697,3866722.487,1.0128,1.03838,1.05167,1.05379,0.495105,13375.2,13206.2,12718.1,228.427,74.6096,76.0357,13.7081,6.09104,2.11632,1.57228,
cy08-46,46b1b,gabbro,497289.4697,3866722.487,1.01692,1.05606,1.07393,1.07743,0.529401,6953.58,6837.85,6474.9,180.224,48.7234,-269.866,0.0793417,3.52565,1.12538,0.853361,
cy08-46,46b1c,gabbro,497289.4697,3866722.487,1.01702,1.04932,1.06718,1.06981,0.480893,3850.76,3786.32,3608.35,173.373,51.6714,-83.8714,9.90148,5.01394,1.81953,1.33604,
cy08-46,46b1d,gabbro,497289.4697,3866722.487,1.02119,1.07377,1.09652,1.10142,0.54497,13463,13183.7,12277.9,200.561,42.5575,26.3784,47.2951,4.27837,1.32146,1.0101,
cy08-46,46b2a,gabbro,497289.4697,3866722.487,1.01547,1.06955,1.08609,1.09183,0.628279,11891.5,11710.4,10948.9,172.067,61.3535,-87.2241,5.79625,5.08278,1.21206,0.979195,
cy08-46,46b2a,gabbro,497289.4697,3866722.487,1.0127,1.06975,1.08333,1.08988,0.684767,11846.3,11697.8,10935.1,173.829,59.8493,-86.3285,5.67037,8.58281,1.68331,1.40909,
cy08-47,47a1a,gabbro,499964.996,3866731.326,1.00573,1.02041,1.02625,1.02761,0.559187,9410.34,9356.74,9169.61,24.2364,10.7182,119.988,27.9005,10.7765,3.12026,2.42652,
cy08-47,47a1b,gabbro,499964.996,3866731.326,1.02731,1.01571,1.04345,1.04398,-0.266895,18087.4,17606.6,17334.2,263.984,20.0303,21.5627,51.7809,3.61614,6.36574,2.31027,
cy08-47,47a2a,gabbro,499964.996,3866731.326,1.01455,1.04145,1.05659,1.05875,0.475327,20520.4,20226.2,19421.3,49.8082,35.3301,-66.2578,31.795,4.80784,1.76101,1.2898,
cy08-47,47a2a,gabbro,499964.996,3866731.326,1.01455,1.04145,1.05659,1.05875,0.475327,20520.4,20226.2,19421.3,49.8082,35.3301,-66.2578,31.795,4.80784,1.76101,1.2898,
cy08-47,47a2a,gabbro,499964.996,3866731.326,1.01455,1.04145,1.05659,1.05875,0.475327,20520.4,20226.2,19421.3,49.8082,35.3301,-66.2578,31.795,4.80784,1.76101,1.2898,
cy08-47,47a2a,gabbro,499964.996,3866731.326,1.10151,1.00822,1.11056,1.12373,-0.843959,16167.5,14677.5,14557.9,-227.607,15.6356,28.9318,39.7523,1.26709,15.4058,1.17297,
cy08-47,47a2a,gabbro,499964.996,3866731.326,1.10151,1.00822,1.11056,1.12373,-0.843959,16167.5,14677.5,14557.9,-227.607,15.6356,28.9318,39.7523,1.26709,15.4058,1.17297,
cy08-47,47a2a,gabbro,499964.996,3866731.326,1.10151,1.00822,1.11056,1.12373,-0.843959,16167.5,14677.5,14557.9,-227.607,15.6356,28.9318,39.7523,1.26709,15.4058,1.17297,
cy08-47,47a2a,gabbro,499964.996,3866731.326,1.10151,1.00822,1.11056,1.12373,-0.843959,16167.5,14677.5,14557.9,-227.607,15.6356,28.9318,39.7523,1.26709,15.4058,1.17297,
cy08-47,47a2a,gabbro,499964.996,3866731.326,1.02082,1.0195,1.04072,1.04073,-0.0324988,12793.2,12532.3,12292.6,239.327,54.8091,65.9496,35.0105,2.40024,2.61284,1.25161,
cy08-47,47a2a,gabbro,499964.996,3866731.326,1.02099,1.01965,1.04104,1.04105,-0.0326389,12800.2,12537.1,12295.6,238.827,53.2561,64.6214,36.6034,1.71697,1.86997,0.895321,
cy08-47,47b1a,gabbro,499964.996,3866731.326,1.02258,1.05233,1.07609,1.07808,0.391128,9792.67,9576.46,9100.22,-39.1904,15.1653,56.8645,21.2645,8.22734,3.75562,2.58493,
cy08-47,47b1b,gabbro,499964.996,3866731.326,1.01485,1.05431,1.06996,1.07371,0.564057,15484.7,15258.2,14472.2,-40.882,18.2428,61.3189,32.6672,6.44702,1.86577,1.44847,
cy08-47,47b2a,gabbro,499964.996,3866731.326,1.03257,1.06722,1.10197,1.10402,0.339886,9988.67,9673.62,9064.34,-30.6425,12.8887,61.098,7.56118,6.04944,3.13673,2.06875,
cy08-47,47b2b,gabbro,499964.996,3866731.326,1.02765,1.04988,1.07891,1.07999,0.281693,12526.6,12189.5,11610.5,-30.45,6.49794,62.1013,21.346,4.69242,2.73545,1.7298,
